Name,Company Name,Company Name#,Address,Place,Zip,Sector,Product,Website,Region,Place.1,1,2,Unnamed: 12,Phone Number,Website2
ausra inc,Ausra Inc,Ausra Inc,303 Ravendale Drive,"Mountain View, California",94043,Solar,CSP developer,http://www.ausra.com/,Bay Area,Mountain View, California,,,NA,www.ausra.com/ 
ausra inc formerly solar heat and power pty ltd shp,Ausra Inc Formerly Solar Heat and Power Pty Ltd SHP,Ausra Inc Formerly Solar Heat and Power Pty Ltd SHP,,"Palo Alto, California",94303,Solar,US-based solar thermal electrical generation (STEG) company owned by AREVA Group.,,,Palo Alto, California,,,,
aztec solar,Aztec Solar,Aztec Solar,,"Rancho Cordova, California",95742,Solar,Installer of solar hot water and pool heating systems.,,,Rancho Cordova, California,,,NA,NA
bandgap engineering inc,Bandgap Engineering Inc,Bandgap Engineering Inc,6 Gill Street,"Woburn, Massachusetts",1801,Solar,Developing high efficiency solar cells,http://www.bandgap.com/,Greater Boston Area,Woburn, Massachusetts,,,781-902-0310,www.bandgap.com/ 
beacon power corp,Beacon Power Corp,Beacon Power Corp,,"Tyngsboro, Massachusetts",1879,Solar,US-based developer of solar PV inverters and flywheel-based energy storage systems.,,,Tyngsboro, Massachusetts,,,NA,NA
bee cool inc,Bee Cool Inc,Bee Cool Inc,,"North Ferrisburg, Vermont",Vt 05473,Solar,"Producer of polysilicon solar panels and solar trackers, and solar battery chargers.",,,North Ferrisburg, Vermont,,,NA,NA
bella energy formely sun electric systems,Bella Energy formely Sun Electric Systems,Bella Energy formely Sun Electric Systems,,"Lafayette, Colorado",80026,Solar,Solar electric company which offers residential and commercial solar power to customers in Colorado both on and off the grid.,,,Lafayette, Colorado,,,,
bella solar,Bella Solar,Bella Solar,500 South Arthur Ave #400,"Louisville, Colorado",80027,Solar,Solar energy solutions and installer of PV panels,http://www.bellaenergy.com/,Rockies Area,Louisville, Colorado,,,,
bethel energy llc,Bethel Energy LLC,Bethel Energy LLC,,"Cardiff, California",92007,Solar,"Solar thermal electricity generation (STEG) project developer, to use parabolic trough design with syngas made from biofuel as a backup fuel.",,,Cardiff, California,,,NA,NA
bga engineering llc,BGA Engineering LLC,BGA Engineering LLC,,"Glen Rock, New Jersey",7452,Solar,"Engineering firm specialising in substation engineering and design, power plant engineering and on-site generation, including cogeneration, solar and microturbines.",,,Glen Rock, New Jersey,,,NA,NA
bizlink technology,BizLink Technology,BizLink Technology,,"Fremont, California",94538,Solar,"California-based manufacturer of solar modules, junction boxes, connectors and wires.",,,Fremont, California,,,NA,NA
blight-to-bright,Blight-to-Bright,Blight-to-Bright,,"Mount Vernon, Ohio",,Solar,,http://blight2bright.com/index.htm,,Mount Vernon, Ohio,,,NA,NA
bloo solar formerly q1 nanosystems,Bloo Solar formerly Q1 Nanosystems,Bloo Solar formerly Q1 Nanosystems,,"West Sacramento, California",95691,Solar,,,,West Sacramento, California,,,,
"bloo solar, inc","Bloo Solar, Inc","Bloo Solar, Inc",2545 Boatman Avenue,"West Sacramento, CA",95691,Solar,,http://www.bloosolar.com,Bay Area,West Sacramento, CA,,,NA,www.bloosolar.com 
blue oak energy,Blue Oak Energy,Blue Oak Energy,4614 Second Street,"Davis, California",95618,Solar,"photovoltaics, design and engineering, feasibility studies, turn-key installation, system maintenance, PV products",http://www.blueoakenergy.com,Bay Area,Davis, California,,,(530) 747-2026,www.blueoakenergy.com 
bluechip energy,BlueChip Energy,BlueChip Energy,,"Lake Mary, Florida",32746,Solar,Florida-based utility-scale solar project developer.,,,Lake Mary, Florida,,,NA,NA
bold alternatives,Bold Alternatives,Bold Alternatives,2708 Dryden Road,"Shaker Heights, Ohio",44122,"Solar,Wind energy",Consulting; Energy provider: power production; Engineering/architectural/design;Installation; Maintenance and repair; Retail product sales and distribution;Trainining and education,http://www.BoldAlternatives.com,,Shaker Heights, Ohio,,,440-318-4131,www.BoldAlternatives.com 
boreal renewable energy,Boreal Renewable Energy,Boreal Renewable Energy,,"Acton, Massachusetts",1720,"Hydro,Renewable Energy,Solar,Wind energy","Renewable Energy Development implements land-based wind, solar, hydroelectric, and other renewable energy projects from inception to commissioning and beyond.",,,Acton, Massachusetts,,,NA,NA
boreal renewable energy development,Boreal Renewable Energy Development,Boreal Renewable Energy Development,,"Arlington, Massachusetts",,"Solar,Wind",,http://www.Boreal-Renewable.com,Greater Boston Area,Arlington, Massachusetts,,,NA,www.Boreal-Renewable.com 
borrego solar,Borrego Solar,Borrego Solar,2560 9th Street,"Berkeley, California",94710,Solar,Design and install solar systems,http://www.borregosolar.com/,Bay Area,Berkeley, California,,,NA,www.borregosolar.com/ 
borrego solar,Borrego Solar,Borrego Solar,2560 9th Street,"Berkeley, California",94710,Solar,Design and install solar systems,http://www.borregosolar.com/,Bay Area,Berkeley, California,,,NA,www.borregosolar.com/ 
borrego solar (massachusetts),Borrego Solar (Massachusetts),Borrego Solar (Massachusetts),205 Industrial Avenue East,"Lowell, Massachusetts",1852,Solar,Design and install solar systems,http://www.borregosolar.com/,Greater Boston Area,Lowell, Massachusetts,,,,
bottomline energy solutions llc,Bottomline Energy Solutions LLC,Bottomline Energy Solutions LLC,2229 Apsley Blvd,"Toledo, Ohio",43617,"Buildings,Efficiency,Geothermal energy,Solar,Wind energy",Consulting;Energy audits/weatherization; Energy provider: wholesale; Installation;Investment/finances; Retail product sales and distribution;Trainining and education,http://www.bottomlinees.com,,Toledo, Ohio,,,866-950-2523,www.bottomlinees.com 
bp solar,BP Solar,BP Solar,,"Frederick, Maryland",21703,Solar,Maryland-based subsidiary of BP Alternative Energy dealing with solar power.,http://www.bp.com/genericcountryjump.do?categoryId=9070&contentId=7038143,,Frederick, Maryland,,,NA," http://www.nrel.gov/news/press/2002/2502_nrel_wins_award.html
"
brightphase energy,BrightPhase Energy,BrightPhase Energy,8035 East 40th Avenue,"Denver, Colorado",80207,Solar,Combination PV and day-lighting modules for commerical buildings,http://www.brightphaseenergy.com/,Rockies Area,Denver, Colorado,,,NA,www.brightphaseenergy.com/ 
brightphase energy inc formerly solar focus,BrightPhase Energy Inc formerly Solar Focus,BrightPhase Energy Inc formerly Solar Focus,,"Fletcher, North Carolina",28732,Solar,Solar Focus develops thermal and electric reflecting concentrator systems for water heating and electricity generation.,,,Fletcher, North Carolina,,,,
brightsource,BrightSource,BrightSource,1999 Harrison Street,"Oakland, California",94612,Solar,CSP developer,http://www.brightsourceenergy.com/,Bay Area,Oakland, California,,,NA,www.brightsourceenergy.com/ 
brightsource energy,BrightSource Energy,BrightSource Energy,,"Oakland, California",94612,Solar,"California-based company that develops, builds, owns, and operates large scale solar plants. These solar plants deliver solar energy to industrial and utility companies.",,,Oakland, California,,,NA,NA
buckeye silicon,Buckeye Silicon,Buckeye Silicon,2600 Dorr Street - Suite 1070,"Toledo, Ohio",43606,"Renewable Energy,Services,Solar",Consulting; Manufacturing;Raw materials/extraction;Refining;Research and development,http://www.sphereenergy.net,,Toledo, Ohio,,,NA,www.sphereenergy.net 
burrington s solar edge,Burrington s Solar Edge,Burrington s Solar Edge,,"Windsor Locks, Connecticut",6096,"Services,Solar","The company sells, installs and maintains solar photovoltaic equipment, in addition to providing consulting, site analysis and project planning services across Connecticut.",,,Windsor Locks, Connecticut,,,,
c-voltaics,C-Voltaics,C-Voltaics,"3575 Cullen Blvd, 617 Science and Research Building 1,","Houston, Texas",77204-5005,Solar,Novel manufacturing process for solar cells with initial focus on OPV,http://www.c-voltaics.com,Texas Area,Houston, Texas,,,832-421-1482,[www.c-voltaics.com ] 
caithness energy llc,Caithness Energy LLC,Caithness Energy LLC,,"New York, New York",10017,"Geothermal energy,Renewable Energy,Solar,Wind energy","Caithness Energy is a renewable energy project developer, plant owner and investor focusing on geothermal, wind and solar power.",,,New York, New York,,,NA,NA
california solar energy industries association,California Solar Energy Industries Association,California Solar Energy Industries Association,,"Rio Vista, California",94571,Solar,California Solar Energy Industries Association is a trade group representing the interests of California's solar industry.,,,Rio Vista, California,,,NA,NA
california state university csu,California State University CSU,California State University CSU,,"Los Angeles, California",90802-4210,Solar,"One of the largest higher education institutions in California, CSU is a power purchaser of electricity generated by solar PV installations located at 2 of their 23 campuses.",,,Los Angeles, California,,,,
calyxo usa solar fields llc,Calyxo USA Solar Fields LLC,Calyxo USA Solar Fields LLC,,"Perrysburg, Ohio",43551,Solar,Producer of cadmium telluride photovoltaic modules. Q-Cells acquired Solar Fields IP and assets which have been transferred into the US branch of Q-Cells subsidiary Calyxo GmbH,,,Perrysburg, Ohio,,,,
camstar systems inc,Camstar Systems Inc,Camstar Systems Inc,,"Charlotte, North Carolina",28217,Solar,"North Carolina-based manufacturing equipment supplier in industries include electronics, semiconductors, biotech and solar.",,,Charlotte, North Carolina,,,NA,NA
canergy international,Canergy International,Canergy International,,"Pasadena, California",91101,Solar,California-based solar project developer.,,,Pasadena, California,,,NA,NA
canrom photovoltaics inc,Canrom Photovoltaics Inc,Canrom Photovoltaics Inc,,"Niagara Falls, New York",14305,Solar,Developer of a thin-film CdTe based solar electric module.,,,Niagara Falls, New York,,,NA,NA
capital e,Capital E,Capital E,,"Washington, Washington, DC",DC 20003,"Services,Solar",Capital E is a consulting firm which provides services such as technology evaluation and strategic marketing support for mainly fuel cell and solar power industries.,,,Washington, Washington, DC,,NA,NA
capitol solar energy llc,Capitol Solar Energy LLC,Capitol Solar Energy LLC,8243 N. Pinewood Drive,"Castle Rock, Colorado",80108,Solar,"PV system design, installation and maintenance",http://capitolsolarenergy.com/,Rockies Area,Castle Rock, Colorado,,,NA,NA
carlson solar,Carlson Solar,Carlson Solar,,California,,Solar,Carlson Solar is an installer of residential and small-scale commercial photovoltaic systems.,,,California,,,,NA,NA
carolina solar energy cse,Carolina Solar Energy CSE,Carolina Solar Energy CSE,,"Durham, North Carolina",27701,Solar,Durham-based developer of solar energy projects.,,,Durham, North Carolina,,,,
castle energy services,Castle Energy Services,Castle Energy Services,8306 Ridge Rd,"North Royalton, Ohio",44133,"Geothermal energy,Solar,Wind energy",Consulting; Installation;Investment/finances;Maintenance and repair; Retail product sales and distribution,http://www.castleohio.com,,North Royalton, Ohio,,,440-390-1340,www.castleohio.com 
cavallo energy,Cavallo Energy,Cavallo Energy,,"Houston, Texas",77027,"Services,Solar","Houston-based energy management, finance procurement and engineering company. The firm offers engineering services to solar projects.",,,Houston, Texas,,,NA,NA
celestial power,Celestial Power,Celestial Power,1012 Hermitage Drive,"Austin, Texas",78753,Solar,Solar energy contractor,http://celestialpower.biz/,Texas Area,Austin, Texas,,,NA,NA
cenergy power,Cenergy Power,Cenergy Power,,"San Diego, California",92009,Solar,Developer and installer of photovoltaic solar projects for commercial and agricultural applications.,,,San Diego, California,,,NA,NA
central information and business agency ciba,Central Information and Business Agency CIBA,Central Information and Business Agency CIBA,,"Lewis, Delaware",,Solar,Developer of solar farms in Europe via its subsidiaries Chipo Energy and Chipo Building.,,,Lewis, Delaware,,,,
cetech america,Cetech America,Cetech America,# 711 Silver Birch Place,"Longwood, Florida",32750,Solar,,http://www.cetechamerica.com/,,Longwood, Florida,,,407-322-5199,www.cetechamerica.com/ 
chesapeake solar llc a grosolar company,Chesapeake Solar LLC a groSolar company,Chesapeake Solar LLC a groSolar company,,"Jessup, Maryland",20794,Solar,"Maryland-based company that installs solar electricity and solar hot water systems, which was acquired by groSolar in July 2008.",,,Jessup, Maryland,,,,
chevron energy solutions,Chevron Energy Solutions,Chevron Energy Solutions,"345 California Street, 18th Floor","San Francisco, California",94111,Solar,,http://www.chevronenergy.com/,Bay Area,San Francisco, California,,,NA,www.chevronenergy.com/ 
chromasun,Chromasun,Chromasun,,"San Jose, California",,Solar,California rooftop linear Fresnel optic-based solar thermal air conditioning systems maker.,,,San Jose, California,,,NA,NA
chuckawalla valley state prison,Chuckawalla Valley State Prison,Chuckawalla Valley State Prison,,"Blythe, California",92226,Solar,"Prison located in Chuckawalla Valley, California. It is a power purchaser of the solar PV array located at the prison, but owned and maintained by SunEdison.",,,Blythe, California,,,NA,NA
cim group inc,CIM Group Inc,CIM Group Inc,,"Los Angeles, California",90028,Solar,Los Angeles-based real estate fund manager. The company has purchased a solar project portfolio which they will develop through a newly formed subsidiary also called SKyPower.,,,Los Angeles, California,,,NA,NA
cima nanotech,Cima NanoTech,Cima NanoTech,,"St. Paul, Minnesota",55114-1067,Solar,"A US based manufacturer and researcher of nanomaterials, including nanoparticle conductive inks and transparent conductive coatings for solar cells.",,,St. Paul, Minnesota,,,NA,NA
cimx software,CIMx Software,CIMx Software,1001 Ford Circle,"Milford, Ohio",45150,"Renewable Energy,Services,Solar,Wind energy",Consulting; Manufacturing; Research and development; Trainining and education;Other:Green Factories,http://www.cimx.com,,Milford, Ohio,,,513-248-7700,www.cimx.com 
city of san diego environmental services department,City of San Diego Environmental Services Department,City of San Diego Environmental Services Department,,"San Diego, California",92123,"Services,Solar",City of San Diego's environmental services department. It is a power purchaser of electricity generated by a 0.9MW solar PV array located at its Alvarado water treatment plant.,,,San Diego, California,,,NA,NA
